PERSON_ID,PLAYER_FIRST_NAME,PLAYER_LAST_NAME,birthCountry,height,weight,POSITION,from_year,to_year,isG,isF,isC,season
201937,Ricky,Rubio,Spain,6-2,190,Guard,2011.0,2023.0,1,0,0,2021-22
201937,Ricky,Rubio,Spain,6-2,190,Guard,2011.0,2023.0,1,0,0,2022-23
1630346,Matt,Ryan,USA,6-6,215,Forward,2021.0,2023.0,0,1,0,2021-22
1630346,Matt,Ryan,USA,6-6,215,Forward,2021.0,2023.0,0,1,0,2022-23
1627734,Domantas,Sabonis,Lithuania,7-1,240,Forward-Center,2016.0,2023.0,0,1,1,2021-22
1627734,Domantas,Sabonis,Lithuania,7-1,240,Forward-Center,2016.0,2023.0,0,1,1,2022-23
1629677,Luka,Samanic,Croatia,6-10,227,Forward,2019.0,2023.0,0,1,0,2021-22
1629677,Luka,Samanic,Croatia,6-10,227,Forward,2019.0,2023.0,0,1,0,2022-23
203967,Dario,Saric,Croatia,6-10,225,Forward-Center,2016.0,2023.0,0,1,1,2021-22
203967,Dario,Saric,Croatia,6-10,225,Forward-Center,2016.0,2023.0,0,1,1,2022-23
1630846,Olivier,Sarr,France,6-11,240,Center,2021.0,2023.0,0,0,1,2021-22
1630846,Olivier,Sarr,France,6-11,240,Center,2021.0,2023.0,0,0,1,2022-23
203107,Tomas,Satoransky,Czech Republic,6-7,210,Guard,2016.0,2021.0,1,0,0,2021-22
1630648,Jordan,Schakel,USA,6-6,200,Guard,2021.0,2022.0,1,0,0,2021-22
1630648,Jordan,Schakel,USA,6-6,200,Guard,2021.0,2022.0,1,0,0,2022-23
1629678,Admiral,Schofield,United Kingdom,6-5,241,Forward,2019.0,2023.0,0,1,0,2021-22
1629678,Admiral,Schofield,United Kingdom,6-5,241,Forward,2019.0,2023.0,0,1,0,2022-23
203471,Dennis,Schroder,Germany,6-1,172,Guard,2013.0,2023.0,1,0,0,2021-22
203471,Dennis,Schroder,Germany,6-1,172,Guard,2013.0,2023.0,1,0,0,2022-23
1630286,Tre,Scott,USA,6-8,225,Forward,2021.0,2021.0,0,1,0,2021-22
1630206,Jay,Scrubb,USA,6-5,220,Guard,2020.0,2022.0,1,0,0,2021-22
1630206,Jay,Scrubb,USA,6-5,220,Guard,2020.0,2022.0,1,0,0,2022-23
1631220,Dereon,Seabron,USA,6-5,180,Guard,2022.0,2023.0,1,0,0,2021-22
1631220,Dereon,Seabron,USA,6-5,180,Guard,2022.0,2023.0,1,0,0,2022-23
1627782,Wayne,Selden,USA,6-4,232,Guard,2016.0,2021.0,1,0,0,2021-22
1629012,Collin,Sexton,USA,6-2,190,Guard,2018.0,2023.0,1,0,0,2021-22
1629012,Collin,Sexton,USA,6-2,190,Guard,2018.0,2023.0,1,0,0,2022-23
