player_id,year,FGA,FGM,FGA_3pt,FGM_3pt,eFG,three_rate
1629611,2022,607,293,198,87,0.5543657331136738,0.3261943986820428
1629611,2023,500,263,134,70,0.596,0.268
1629614,2023,551,236,185,69,0.4909255898366606,0.33575317604355714
1629617,2022,79,40,11,7,0.5506329113924051,0.13924050632911392
1629619,2022,13,5,3,0,0.38461538461538464,0.23076923076923078
1629620,2022,83,25,28,9,0.35542168674698793,0.3373493975903614
1629622,2022,504,222,87,40,0.4801587301587302,0.17261904761904762
1629622,2023,725,297,127,46,0.4413793103448276,0.17517241379310344
1629623,2022,61,26,11,7,0.48360655737704916,0.18032786885245902
1629623,2023,37,18,8,5,0.5540540540540541,0.21621621621621623
1629626,2022,23,13,6,3,0.6304347826086957,0.2608695652173913
1629626,2023,457,252,156,71,0.6291028446389497,0.3413566739606127
1629627,2023,412,249,45,25,0.6347087378640777,0.10922330097087378
1629628,2022,1146,471,229,74,0.4432809773123909,0.19982547993019198
1629628,2023,1072,470,197,74,0.47294776119402987,0.1837686567164179
1629629,2022,378,153,104,37,0.4537037037037037,0.2751322751322751
1629629,2023,285,128,61,26,0.49473684210526314,0.21403508771929824
1629630,2022,991,484,351,141,0.5595358224016145,0.35418768920282545
1629630,2023,1008,482,415,176,0.5654761904761905,0.4117063492063492
1629631,2022,503,221,142,58,0.4970178926441352,0.2823061630218688
1629631,2023,756,346,240,114,0.533068783068783,0.31746031746031744
1629632,2022,544,227,128,51,0.4641544117647059,0.23529411764705882
1629632,2023,529,235,108,41,0.4829867674858223,0.20415879017013233
1629633,2022,125,47,42,10,0.416,0.336
1629633,2023,38,16,7,4,0.47368421052631576,0.18421052631578946
1629634,2022,403,259,124,75,0.7357320099255583,0.3076923076923077
1629634,2023,293,193,69,48,0.7406143344709898,0.2354948805460751
1629635,2022,8,5,0,0,0.625,0.0
1629636,2022,1086,499,453,210,0.5561694290976059,0.4171270718232044
1629636,2023,962,439,462,199,0.5597713097713097,0.4802494802494803
1629637,2022,347,216,54,27,0.6613832853025937,0.15561959654178675
1629637,2023,143,80,25,16,0.6153846153846154,0.17482517482517482
1629638,2022,577,217,107,38,0.4090121317157712,0.1854419410745234
1629638,2023,255,115,72,38,0.5254901960784314,0.2823529411764706
1629639,2022,1061,476,417,190,0.5381715362865221,0.3930254476908577
1629639,2023,991,434,479,208,0.5428859737638748,0.48335015136226034
1629640,2022,853,396,185,85,0.5140679953106683,0.21688159437280188
1629640,2023,972,445,208,88,0.5030864197530864,0.2139917695473251
1629641,2022,176,80,34,16,0.5,0.19318181818181818
1629641,2023,228,110,64,42,0.5745614035087719,0.2807017543859649
1629642,2022,308,141,64,29,0.5048701298701299,0.2077922077922078
1629642,2023,287,126,77,35,0.5,0.2682926829268293
1629643,2022,500,188,74,23,0.399,0.148
1629643,2023,112,38,19,5,0.36160714285714285,0.16964285714285715
1629644,2022,59,26,5,4,0.4745762711864407,0.0847457627118644
1629644,2023,32,13,3,2,0.4375,0.09375
1629645,2022,678,285,276,106,0.49852507374631266,0.40707964601769914
1629645,2023,765,337,358,139,0.5313725490196078,0.46797385620915033
1629646,2022,44,28,9,7,0.7159090909090909,0.20454545454545456
1629646,2023,129,84,29,22,0.7364341085271318,0.2248062015503876
1629647,2022,595,242,61,28,0.43025210084033616,0.10252100840336134
1629647,2023,182,82,28,6,0.46703296703296704,0.15384615384615385
1629649,2022,184,80,26,16,0.4782608695652174,0.14130434782608695
1629650,2022,105,61,15,7,0.6142857142857143,0.14285714285714285
1629650,2023,94,59,16,7,0.6648936170212766,0.1702127659574468
1629651,2022,244,167,49,29,0.7438524590163934,0.20081967213114754
1629651,2023,518,367,74,49,0.7557915057915058,0.14285714285714285
1629652,2022,638,263,141,61,0.46003134796238243,0.22100313479623823
1629652,2023,847,332,166,66,0.4309327036599764,0.1959858323494687
1629653,2022,19,10,3,0,0.5263157894736842,0.15789473684210525
1629653,2023,7,0,2,0,0.0,0.2857142857142857
1629655,2022,397,277,51,29,0.7342569269521411,0.12846347607052896
1629655,2023,347,254,56,37,0.7853025936599424,0.16138328530259366
1629656,2022,229,92,39,11,0.425764192139738,0.1703056768558952
1629656,2023,536,247,65,28,0.4869402985074627,0.12126865671641791
1629657,2022,65,26,14,7,0.45384615384615384,0.2153846153846154
1629658,2022,90,44,23,14,0.5666666666666667,0.25555555555555554
1629659,2022,496,214,118,45,0.47681451612903225,0.23790322580645162
1629659,2023,578,241,129,39,0.45069204152249137,0.2231833910034602
1629660,2022,323,122,91,38,0.43653250773993807,0.28173374613003094
1629660,2023,225,113,81,41,0.5933333333333334,0.36
1629661,2022,589,273,76,32,0.4906621392190153,0.12903225806451613
1629661,2023,419,201,109,47,0.535799522673031,0.26014319809069214
1629662,2023,7,2,0,0,0.2857142857142857,0.0
1629663,2022,41,14,13,5,0.4024390243902439,0.3170731707317073
1629667,2022,231,106,25,12,0.48484848484848486,0.10822510822510822
